"","School_ID","Short_Name","Long_Name","School_Type","Primary_Category","Address","City","State","Zip","Progress_Report_Year","Blue_Ribbon_Award_Year","Excelerate_Award_Gold_Year","Spot_Light_Award_Year","Improvement_Award_Year","Excellence_Award_Year","Student_Attainment_Rating","Student_Attainment_Description","Culture_Climate_Rating","Culture_Climate_Description","School_Survey_Student_Response_Rate_Pct","School_Survey_Student_Response_Rate_Avg_Pct","School_Survey_Teacher_Response_Rate_Pct","School_Survey_Teacher_Response_Rate_Avg_Pct","Creative_School_Certification","Creative_School_Certification_Description","School_Survey_Involved_Families","School_Survey_Supportive_Environment","School_Survey_Ambitious_Instruction","School_Survey_Effective_Leaders","School_Survey_Collaborative_Teachers","School_Survey_Safety","Suspensions_Per_100_Students_Year_2_Pct","Suspensions_Per_100_Students_Avg_Pct","Misconducts_To_Suspensions_Year_2_Pct","Misconducts_To_Suspensions_Avg_Pct","Average_Length_Suspension_Year_2_Pct","Average_Length_Suspension_Avg_Pct","Behavior_Discipline_Year_1","Behavior_Discipline_Year_2","Student_Attendance_Year_1_Pct","Student_Attendance_Year_2_Pct","Student_Attendance_Avg_Pct","Teacher_Attendance_Year_1_Pct","Teacher_Attendance_Year_2_Pct","Teacher_Attendance_Avg_Pct","One_Year_Dropout_Rate_Year_1_Pct","One_Year_Dropout_Rate_Year_2_Pct","One_Year_Dropout_Rate_Avg_Pct","Other_Metrics_Year_1","Other_Metrics_Year_2","Freshmen_On_Track_School_Pct_Year_2","Freshmen_On_Track_CPS_Pct_Year_2","Freshmen_On_Track_School_Pct_Year_1","Freshmen_On_Track_CPS_Pct_Year_1","Graduation_4_Year_School_Pct_Year_2","Graduation_4_Year_CPS_Pct_Year_2","Graduation_4_Year_School_Pct_Year_1","Graduation_4_Year_CPS_Pct_Year_1","Graduation_5_Year_School_Pct_Year_2","Graduation_5_Year_CPS_Pct_Year_2","Graduation_5_Year_School_Pct_Year_1","Graduation_5_Year_CPS_Pct_Year_1","College_Enrollment_School_Pct_Year_2","College_Enrollment_CPS_Pct_Year_2","College_Enrollment_School_Pct_Year_1","College_Enrollment_CPS_Pct_Year_1","College_Persistence_School_Pct_Year_2","College_Persistence_CPS_Pct_Year_2","College_Persistence_School_Pct_Year_1","College_Persistence_CPS_Pct_Year_1","Progress_Toward_Graduation_Year_1","Progress_Toward_Graduation_Year_2","State_School_Report_Card_URL","Mobility_Rate_Pct","Chronic_Truancy_Pct","Supportive_School_Award","Supportive_School_Award_Desc","Parent_Survey_Results_Year","School_Latitude","School_Longitude","SAT_Grade_11_Score_School_Avg","SAT_Grade_11_Score_CPS_Avg","Attainment_PSAT_Grade_9_School_Pct","Attainment_PSAT_Grade_10_School_Pct","Attainment_SAT_Grade_11_School_Pct","Attainment_All_Grades_School_Pct"
"326",610276,"MOLLISON","Irvin C Mollison Elementary School","Neighborhood","ES","4415 S DR MARTIN L KING JR DR","Chicago","Illinois",60653,2022,NA,NA,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","NOT ENOUGH DATA","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",0.6,73,29.6,71,"STRONG","This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA",3,5.4,6.8,13.8,"1.7 days","2.2 days",2021,2022,83,83.3,86.9,84.5,90.4,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252354",14.5,59.9,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.814358,-87.616618,0,939,0,0,0,0
"327",610521,"DAVIS M","Sir Miles Davis Magnet Elementary Academy","Magnet","ES","6740 S PAULINA ST","Chicago","Illinois",60636,2022,NA,2022,NA,2012,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","PARTIALLY ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",91.8,73,80,71,"EMERGING","This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","WEAK","WEAK","STRONG","NEUTRAL","WEAK","WEAK",5.4,5.4,16.3,13.8,"1.5 days","2.2 days",2021,2022,92.4,90.9,86.9,85.8,91.8,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252954",NA,36.4,"NOT RATED","This school has not submitted an action plan to support school climate and social & emotional learning (SEL).",2022,41.771221,-87.66653,0,939,0,0,0,0
"328",609977,"WOODLAWN","Woodlawn Community Elementary School","Small","ES","6657 S KIMBARK AVE","Chicago","Illinois",60637,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",96.8,73,93.3,71,"EMERGING","This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","STRONG","STRONG","VERY STRONG","STRONG","STRONG","NEUTRAL",0.6,5.4,50,13.8,"2.0 days","2.2 days",2021,2022,91,85,86.9,85.5,91,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252903",9.7,66.7,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.773366,-87.594392,0,939,0,0,0,0
"329",610177,"SKINNER","Mark Skinner Elementary School","Classical","ES","1260 W ADAMS ST","Chicago","Illinois",60607,2022,2013,NA,NA,NA,2013,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","PARTIALLY ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",59.1,73,67.1,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","STRONG","NEUTRAL","NEUTRAL","WEAK","WEAK","NEUTRAL",0.3,5.4,42.9,13.8,"2.0 days","2.2 days",2021,2022,96.8,95,86.9,87.1,91.9,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252458",5.7,10.9,"NOT RATED","This school has not submitted an action plan to support school climate and social & emotional learning (SEL).",2022,41.879103,-87.659419,0,939,0,0,0,0
"330",609850,"GREELEY","Horace Greeley Elementary School","Neighborhood","ES","832 W SHERIDAN RD","Chicago","Illinois",60613,2022,2007,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",33.3,73,50,71,"EXCELLING","This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","STRONG","NOT ENOUGH DATA","NOT ENOUGH DATA","NEUTRAL","NEUTRAL","NOT ENOUGH DATA",0.3,5.4,3,13.8,"1.0 days","2.2 days",2021,2022,95.1,90.8,86.9,88.5,92.7,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252227",5.9,28.4,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.95281,-87.65098,0,939,0,0,0,0
"331",400179,"NOBLE - MANSUETO HS","Noble Mansueto High School","Charter","HS","2911 W 47TH","Chicago","Illinois",60632,2022,NA,NA,NA,NA,NA,"BELOW EXPECTATIONS","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .","ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",55,73,70,71,"EMERGING","This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","NEUTRAL","STRONG","STRONG","NEUTRAL","WEAK","WEAK",NA,5.4,NA,13.8,"","2.2 days",2021,2022,81.6,86.3,86.9,NA,NA,92.5,0.1,1.9,6.1,2021,2022,82.3,88.8,74.9,86.7,89.2,82.9,86.9,80.2,90.4,84,89.9,83.8,71.3,61.8,81.3,61.9,66.4,71.2,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=15016299025044C",3.2,43.3,"NOT RATED","This school has not submitted an action plan to support school climate and social & emotional learning (SEL).",2022,41.800136,-87.728003,910,939,30.5,26.2,21.4,25.8
"332",609745,"SOUTHSIDE HS","Southside Occupational Academy High School","Special Education","HS","7342 S HOYNE AVE","Chicago","Illinois",60636,2022,NA,NA,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",53.5,73,69.8,71,"EMERGING","This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","VERY STRONG","VERY STRONG","VERY STRONG","STRONG","STRONG","VERY STRONG",4.6,5.4,41,13.8,"1.5 days","2.2 days",2021,2022,80.1,83,86.9,86.7,91.8,92.5,0.9,1,6.1,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,3.1,61.9,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990253765",NA,NA,"EXEMPLARY","This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2022,41.759852,-87.675947,0,939,0,0,0,0
"333",610055,"FARADAY","Michael Faraday Elementary School","Neighborhood","ES","3250 W MONROE ST","Chicago","Illinois",60624,2022,NA,2022,NA,2013,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",83.5,73,90.5,71,"INCOMPLETE DATA","This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .","STRONG","NEUTRAL","STRONG","NEUTRAL","STRONG","WEAK",0.6,5.4,4.2,13.8,"5.0 days","2.2 days",2021,2022,87.9,85.3,86.9,87.8,89.8,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252195",22.3,55.9,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.879714,-87.708092,0,939,0,0,0,0
"334",610185,"STEVENSON","Adlai E Stevenson Elementary School","Neighborhood","ES","8010 S KOSTNER AVE","Chicago","Illinois",60652,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",87.5,73,62,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","VERY STRONG","STRONG","STRONG","STRONG","STRONG","NEUTRAL",0.4,5.4,4.9,13.8,"2.0 days","2.2 days",2021,2022,94.9,90.7,86.9,90.1,92.9,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252465",5.8,34,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.747107,-87.731666,0,939,0,0,0,0
"335",610235,"YOUNG ES","Ella Flagg Young Elementary School","Neighborhood","ES","1434 N PARKSIDE AVE","Chicago","Illinois",60651,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",85.3,73,65.2,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","STRONG","WEAK","STRONG","NEUTRAL","NEUTRAL","WEAK",NA,5.4,NA,13.8,"","2.2 days",2021,2022,86,86,86.9,83.4,90.6,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252525",14.4,53.8,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.906791,-87.767143,0,939,0,0,0,0
"336",610102,"OGLESBY","Richard J Oglesby Elementary School","Neighborhood","ES","7646 S GREEN ST","Chicago","Illinois",60620,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","PARTIALLY ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",90.2,73,87.5,71,"STRONG","This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","WEAK","NEUTRAL","STRONG","VERY WEAK","VERY WEAK","WEAK",NA,5.4,NA,13.8,"","2.2 days",2021,2022,95.4,89.3,86.9,77.2,90.6,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252381",27.9,48.8,"NOT RATED","This school has not submitted an action plan to support school climate and social & emotional learning (SEL).",2022,41.75467,-87.645469,0,939,0,0,0,0
"337",400128,"YCCS - CCA ACADEMY","YCCS-CCA Academy HS","Charter","HS","1231 S PULASKI RD","Chicago","Illinois",60623,2022,NA,NA,NA,NA,NA,"FAR BELOW EXPECTATIONS","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",65.8,73,99.9,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","NOT ENOUGH DATA","STRONG","STRONG","STRONG","STRONG","WEAK",NA,5.4,NA,13.8,"","2.2 days",2021,2022,48.2,47.4,86.9,NA,NA,92.5,3,42.6,6.1,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,61.8,7.1,61.9,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=15016299025059C",90.1,90.5,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.864943,-87.723662,780,939,0,0,0,0
"338",609800,"BENNETT","Frank I Bennett Elementary School","Neighborhood","ES","10115 S PRAIRIE AVE","Chicago","Illinois",60628,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","NOT ENOUGH DATA","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",NA,73,35.7,71,"INCOMPLETE DATA","This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA","NOT ENOUGH DATA",2.3,5.4,30,13.8,"2.5 days","2.2 days",2021,2022,89.6,86.5,86.9,85.5,90.6,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252083",20.1,47.4,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.710435,-87.61739,0,939,0,0,0,0
"339",610347,"CLAREMONT","Claremont Academy Elementary School","Neighborhood","ES","2300 W 64TH ST","Chicago","Illinois",60636,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",79,73,60.3,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","NEUTRAL","VERY STRONG","VERY STRONG","NEUTRAL","NEUTRAL","VERY STRONG",8.6,5.4,70.8,13.8,"2.8 days","2.2 days",2021,2022,84.4,85,86.9,84.8,90.6,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252936",18.3,59.5,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.777511,-87.681061,0,939,0,0,0,0
"340",610571,"OMBUDSMAN - WEST HS","Ombudsman Chicago- West","Citywide-Option","HS","2401 W CONGRESS PKWY","Chicago","Illinois",60612,2022,NA,NA,NA,NA,NA,"FAR BELOW EXPECTATIONS","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .","ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",53.4,73,99.9,71,"INCOMPLETE DATA","This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .","NOT ENOUGH DATA","STRONG","STRONG","WEAK","NOT ENOUGH DATA","NEUTRAL",NA,5.4,NA,13.8,"","2.2 days",2021,2022,48.1,40.4,86.9,NA,NA,92.5,30.1,40.1,6.1,2021,2022,NA,NA,NA,NA,7.9,82.9,3.2,80.2,6.5,84,12.2,83.8,22.5,61.8,16.3,61.9,NA,NA,68.8,71.7,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990259507",NA,NA,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.874673,-87.687842,768,939,0,0,5.3,12.9
"341",610392,"WORLD LANGUAGE HS","World Language Academy High School","Small","HS","3120 S KOSTNER AVE","Chicago","Illinois",60623,2022,NA,NA,NA,NA,NA,"FAR BELOW EXPECTATIONS","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .","PARTIALLY ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",83.1,73,50,71,"STRONG","This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","WEAK","NEUTRAL","NEUTRAL","NEUTRAL","WEAK","WEAK",1.3,5.4,20,13.8,"2.3 days","2.2 days",2021,2022,85.9,86.5,86.9,84.7,92.3,92.5,2,6.2,6.1,2021,2022,87.3,88.8,68.8,86.7,79.5,82.9,77.8,80.2,83.3,84,86.3,83.8,74.3,61.8,79.1,61.9,45.8,71.2,51.1,71.7,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990250830",5.6,47.2,"EMERGING","This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022,41.834397,-87.735292,871,939,11.8,12.5,10.6,11.6
"342",610175,"SHOESMITH","Beulah Shoesmith Elementary School","Neighborhood","ES","1330 E 50TH ST","Chicago","Illinois",60615,2022,NA,NA,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","PARTIALLY ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",NA,73,53.9,71,"DEVELOPING","This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","VERY WEAK","NOT ENOUGH DATA","NOT ENOUGH DATA","WEAK","NEUTRAL","NOT ENOUGH DATA",NA,5.4,NA,13.8,"","2.2 days",2021,2022,92.2,87.7,86.9,86.8,92.1,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252456",11.5,45.6,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.804294,-87.593905,0,939,0,0,0,0
"343",610120,"PECK","Ferdinand Peck Elementary School","Neighborhood","ES","3826 W 58TH ST","Chicago","Illinois",60629,2022,NA,2022,NA,NA,NA,"NO DATA AVAILABLE","Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.","WELL ORGANIZED","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",87.4,73,77.1,71,"STRONG","This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","STRONG","VERY STRONG","VERY STRONG","NEUTRAL","NEUTRAL","STRONG",NA,5.4,NA,13.8,"","2.2 days",2021,2022,94.6,89.1,86.9,93.4,94.3,92.5,NA,NA,NA,2021,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2022,"http://iirc.niu.edu/School.aspx?schoolid=150162990252398",6.7,38.9,"ESTABLISHED","This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022,41.787899,-87.719216,0,939,0,0,0,0
